prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Shepton Mallet,165,165,189,188,1.14,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Shrewsbury,184,184,340,329,1.79,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Stafford,741,725,741,732,1.01,0.98,2011-03-25,prison-population-bulletin-march-2011.txt
Standford Hill,464,464,464,452,0.97,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Stocken,779,779,842,834,1.07,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Stoke Heath,634,634,750,464,0.73,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Styal,461,450,459,437,0.97,0.98,2011-03-25,prison-population-bulletin-march-2011.txt
Sudbury,581,581,581,571,0.98,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Swaleside,1112,1112,1112,1106,0.99,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Swansea,248,240,428,422,1.76,0.97,2011-03-25,prison-population-bulletin-march-2011.txt
Swinfen Hall,604,604,654,645,1.07,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Thorn Cross,322,322,322,305,0.95,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Usk/ Prescoed,335,335,449,439,1.31,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Verne,572,571,606,600,1.05,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Wakefield,751,749,749,738,0.99,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Wandsworth,1107,1107,1665,1625,1.47,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Warren Hill,222,128,128,115,0.9,0.58,2011-03-25,prison-population-bulletin-march-2011.txt
Wayland,957,957,1017,1003,1.05,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Wealstun,810,810,832,813,1.0,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Wellingborough,638,550,558,521,0.95,0.86,2011-03-25,prison-population-bulletin-march-2011.txt
Werrington,160,160,160,149,0.93,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Wetherby,408,396,396,340,0.86,0.97,2011-03-25,prison-population-bulletin-march-2011.txt
Whatton,779,776,841,839,1.08,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Whitemoor,473,458,458,454,0.99,0.97,2011-03-25,prison-population-bulletin-march-2011.txt
Winchester,499,488,695,686,1.41,0.98,2011-03-25,prison-population-bulletin-march-2011.txt
Wolds,320,320,395,353,1.1,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Woodhill,661,656,819,787,1.2,0.99,2011-03-25,prison-population-bulletin-march-2011.txt
Wormwood Scrubs,1176,1176,1281,1262,1.07,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Wymott,1113,1113,1176,1164,1.05,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Sub Total,78459,76686,87090,84905,1.11,0.98,2011-03-25,prison-population-bulletin-march-2011.txt
Dover (IRC),316,316,316,292,0.92,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Haslar (IRC),160,160,160,153,0.96,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Lindholme (IRC),124,124,124,104,0.84,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Total,79059,77286,87690,85454,1.11,0.98,2011-03-25,prison-population-bulletin-march-2011.txt
Acklington,946,890,890,841,0.94,0.94,2011-05-27,prison-population-bulletin-may-2011.txt
Altcourse,794,794,1204,1134,1.43,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Ashfield,407,407,360,360,0.88,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Askham Grange,150,126,128,126,1.0,0.84,2011-05-27,prison-population-bulletin-may-2011.txt
Aylesbury,437,421,444,415,0.99,0.96,2011-05-27,prison-population-bulletin-may-2011.txt
Bedford,322,322,506,464,1.44,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Belmarsh,800,800,933,865,1.08,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Birmingham,1112,1093,1450,1483,1.36,0.98,2011-05-27,prison-population-bulletin-may-2011.txt
Blantyre House,122,122,122,121,0.99,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Blundeston,481,409,454,453,1.11,0.85,2011-05-27,prison-population-bulletin-may-2011.txt
Brinsford,545,545,577,551,1.01,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Bristol,424,416,598,607,1.46,0.98,2011-05-27,prison-population-bulletin-may-2011.txt
Brixton,530,530,798,702,1.32,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Bronzefield,527,527,527,490,0.93,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Buckley Hall,410,410,445,436,1.06,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Bullingdon,879,879,1114,1081,1.23,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Bullwood Hall,220,220,228,211,0.96,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Bure,503,503,523,523,1.04,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Canterbury,195,195,314,307,1.57,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Cardiff,554,539,804,779,1.45,0.97,2011-05-27,prison-population-bulletin-may-2011.txt
Castington,407,407,409,338,0.83,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Channings Wood,698,698,731,722,1.03,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Chelmsford,554,554,695,673,1.21,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Coldingley,494,494,513,503,1.02,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Cookham Wood,143,143,143,115,0.8,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Dartmoor,635,493,514,501,1.02,0.78,2011-05-27,prison-population-bulletin-may-2011.txt
Deerbolt,513,513,513,469,0.91,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Doncaster,713,713,1145,1093,1.53,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Dorchester,146,146,260,221,1.51,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Dovegate,1064,1060,1135,1103,1.04,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Downview,359,291,291,280,0.96,0.81,2011-05-27,prison-population-bulletin-may-2011.txt
Drake Hall,315,315,315,308,0.98,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Durham,606,606,1017,936,1.54,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
East Sutton Park,98,98,100,97,0.99,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Eastwood Park,333,333,363,316,0.95,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Elmley (Sheppey Cluster),943,943,1252,1176,1.25,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Erlestoke,470,370,370,366,0.99,0.79,2011-05-27,prison-population-bulletin-may-2011.txt
Everthorpe,603,603,689,676,1.12,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Exeter,322,316,545,507,1.6,0.98,2011-05-27,prison-population-bulletin-may-2011.txt
Featherstone,671,642,655,647,1.01,0.96,2011-05-27,prison-population-bulletin-may-2011.txt
Feltham,762,762,762,688,0.9,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Ford,521,521,521,495,0.95,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Forest Bank,1064,1064,1364,1326,1.25,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Foston Hall,290,290,310,286,0.99,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Frankland,859,844,844,810,0.96,0.98,2011-05-27,prison-population-bulletin-may-2011.txt
Full Sutton,604,596,608,607,1.02,0.99,2011-05-27,prison-population-bulletin-may-2011.txt
Garth,812,811,846,834,1.03,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Gartree,677,677,677,674,1.0,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Glen Parva,649,649,808,756,1.16,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Gloucester,221,213,321,272,1.28,0.96,2011-05-27,prison-population-bulletin-may-2011.txt
Grendon/ Spring Hill,585,571,571,547,0.96,0.98,2011-05-27,prison-population-bulletin-may-2011.txt
Guys Marsh,520,452,509,502,1.11,0.87,2011-05-27,prison-population-bulletin-may-2011.txt
Hatfield,260,260,260,251,0.97,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Haverigg,622,622,644,637,1.02,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Hewell,1173,1173,1431,1406,1.2,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
High Down,999,999,1103,1044,1.05,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Highpoint North & South***,1309,1299,1323,1310,1.01,0.99,2011-05-27,prison-population-bulletin-may-2011.txt
Hindley,506,440,440,336,0.76,0.87,2011-05-27,prison-population-bulletin-may-2011.txt
Hollesley Bay,365,365,365,356,0.98,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Holloway,540,533,591,530,0.99,0.99,2011-05-27,prison-population-bulletin-may-2011.txt
Holme House,1034,1034,1212,1040,1.01,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Hull,723,723,1044,934,1.29,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Huntercombe,372,372,372,366,0.98,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Isis,478,478,622,407,0.85,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Isle of Wight,1563,1550,1686,1657,1.07,0.99,2011-05-27,prison-population-bulletin-may-2011.txt
Kennet,175,175,342,330,1.89,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Kingston,199,199,199,199,1.0,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Kirkham,592,592,592,588,0.99,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Kirklevington Grange,283,283,283,277,0.98,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Lancaster Farms,480,480,530,516,1.08,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Latchmere House,207,207,207,199,0.96,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Leeds,829,772,1080,989,1.28,0.93,2011-05-27,prison-population-bulletin-may-2011.txt
Leicester,210,203,386,323,1.59,0.97,2011-05-27,prison-population-bulletin-may-2011.txt
Lewes,623,495,507,472,0.95,0.79,2011-05-27,prison-population-bulletin-may-2011.txt
Leyhill,532,491,491,476,0.97,0.92,2011-05-27,prison-population-bulletin-may-2011.txt
Lincoln,431,427,729,604,1.41,0.99,2011-05-27,prison-population-bulletin-may-2011.txt
Lindholme,930,930,1010,994,0.12,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Littlehey,1143,1083,1146,1104,1.02,0.95,2011-05-27,prison-population-bulletin-may-2011.txt
Liverpool,1186,1164,1436,1212,1.04,0.98,2011-05-27,prison-population-bulletin-may-2011.txt
Long Lartin,629,622,622,618,0.99,0.99,2011-05-27,prison-population-bulletin-may-2011.txt
Low Newton,314,289,312,251,0.87,0.92,2011-05-27,prison-population-bulletin-may-2011.txt
Lowdham Grange,900,900,920,934,1.04,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Maidstone,565,565,600,595,1.05,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Manchester,965,929,1250,1158,1.25,0.96,2011-05-27,prison-population-bulletin-may-2011.txt
Moorland,763,453,486,478,1.06,0.59,2011-05-27,prison-population-bulletin-may-2011.txt
Mount,747,747,768,756,1.01,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
New Hall,395,392,446,412,1.05,0.99,2011-05-27,prison-population-bulletin-may-2011.txt
North Sea Camp,378,378,378,370,0.98,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Northallerton,146,146,252,193,1.32,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Norwich,625,625,767,759,1.21,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Nottingham,723,723,1060,1011,1.4,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Onley,710,710,710,700,0.99,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Parc,1170,1170,1474,1480,1.26,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Pentonville,915,915,1310,1201,1.31,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Peterborough,840,840,1008,922,1.1,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Portland,463,463,483,457,0.99,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Preston,455,455,842,738,1.62,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Ranby,893,892,1098,1080,1.21,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Reading,190,190,293,237,1.25,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Risley,1050,1050,1095,1076,1.02,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Rochester,756,658,658,551,0.84,0.87,2011-05-27,prison-population-bulletin-may-2011.txt
Rye Hill,600,600,625,617,1.03,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Send,282,282,282,275,0.98,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Shepton Mallet,165,165,189,188,1.14,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Shrewsbury,184,184,340,334,1.82,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Stafford,741,725,741,731,1.01,0.98,2011-05-27,prison-population-bulletin-may-2011.txt
Standford Hill,464,464,464,461,0.99,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Stocken,779,779,842,837,1.07,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Stoke Heath,634,634,750,348,0.55,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Styal,461,450,459,453,1.01,0.98,2011-05-27,prison-population-bulletin-may-2011.txt
Sudbury,581,581,581,572,0.98,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Swaleside,1112,1112,1112,1091,0.98,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Swansea,248,240,435,427,1.78,0.97,2011-05-27,prison-population-bulletin-may-2011.txt
Swinfen Hall,604,604,654,618,1.02,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Thorn Cross,322,322,322,293,0.91,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Usk/ Prescoed,352,352,471,464,1.32,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Verne,572,572,607,585,1.02,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Wakefield,751,749,749,739,0.99,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Wandsworth,1101,1101,1665,1650,1.5,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Warren Hill,222,128,128,120,0.94,0.58,2011-05-27,prison-population-bulletin-may-2011.txt
Wayland,957,957,1017,1008,1.05,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Wealstun,810,810,832,822,1.01,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Wellingborough,638,580,588,578,1.0,0.91,2011-05-27,prison-population-bulletin-may-2011.txt
Werrington,160,160,160,152,0.95,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Wetherby,408,396,396,341,0.86,0.97,2011-05-27,prison-population-bulletin-may-2011.txt
Whatton,779,776,841,838,1.08,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Whitemoor,473,458,458,452,0.99,0.97,2011-05-27,prison-population-bulletin-may-2011.txt
Winchester,499,499,706,693,1.39,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Wolds,320,320,395,360,1.13,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Woodhill,661,656,819,792,1.21,0.99,2011-05-27,prison-population-bulletin-may-2011.txt
Wormwood Scrubs,1176,1176,1281,1209,1.03,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Wymott,1113,1113,1176,1154,1.04,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Sub Total,78534,76742,89163,84529,1.1,0.98,2011-05-27,prison-population-bulletin-may-2011.txt
Dover (IRC),316,316,316,298,0.94,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Haslar (IRC),160,160,160,138,0.86,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Lindholme (IRC),124,118,118,110,0.93,0.95,2011-05-27,prison-population-bulletin-may-2011.txt
Morton Hall IRC,80,80,80,61,0.76,1.0,2011-05-27,prison-population-bulletin-may-2011.txt
Total,79214,77416,87837,85136,1.1,0.98,2011-05-27,prison-population-bulletin-may-2011.txt
Altcourse,794,794,1133,1126,1.42,1.0,2014-02-28,prison-population-figures-february-2014.txt
Ashfield,408,408,400,399,0.98,1.0,2014-02-28,prison-population-figures-february-2014.txt
Askham Grange,150,126,128,104,0.83,0.84,2014-02-28,prison-population-figures-february-2014.txt
Aylesbury,411,411,444,408,0.99,1.0,2014-02-28,prison-population-figures-february-2014.txt
Bedford,322,322,506,501,1.56,1.0,2014-02-28,prison-population-figures-february-2014.txt
Belmarsh,781,781,927,870,1.11,1.0,2014-02-28,prison-population-figures-february-2014.txt
Birmingham,1093,1093,1450,1443,1.32,1.0,2014-02-28,prison-population-figures-february-2014.txt
Blantyre House,122,122,122,117,0.96,1.0,2014-02-28,prison-population-figures-february-2014.txt
Brinsford,545,545,577,528,0.97,1.0,2014-02-28,prison-population-figures-february-2014.txt
Bristol,427,407,614,599,1.47,0.95,2014-02-28,prison-population-figures-february-2014.txt
Brixton,530,530,798,789,1.49,1.0,2014-02-28,prison-population-figures-february-2014.txt
Bronzefield,527,527,527,494,0.94,1.0,2014-02-28,prison-population-figures-february-2014.txt
Buckley Hall,410,410,445,439,1.07,1.0,2014-02-28,prison-population-figures-february-2014.txt
Bullingdon,879,879,1114,1117,1.27,1.0,2014-02-28,prison-population-figures-february-2014.txt
Bure,604,604,624,620,1.03,1.0,2014-02-28,prison-population-figures-february-2014.txt
Cardiff,539,539,814,806,1.5,1.0,2014-02-28,prison-population-figures-february-2014.txt
Channings Wood,698,698,731,722,1.03,1.0,2014-02-28,prison-population-figures-february-2014.txt
Chelmsford,462,462,594,587,1.27,1.0,2014-02-28,prison-population-figures-february-2014.txt
Coldingley,493,493,513,501,1.02,1.0,2014-02-28,prison-population-figures-february-2014.txt
Cookham Wood,143,143,143,116,0.81,1.0,2014-02-28,prison-population-figures-february-2014.txt
Dartmoor,642,639,659,655,1.03,1.0,2014-02-28,prison-population-figures-february-2014.txt
Deerbolt,513,513,513,508,0.99,1.0,2014-02-28,prison-population-figures-february-2014.txt
Doncaster,738,738,1145,1132,1.53,1.0,2014-02-28,prison-population-figures-february-2014.txt
Dovegate,1064,1060,1133,1100,1.04,1.0,2014-02-28,prison-population-figures-february-2014.txt
Drake Hall,315,315,315,308,0.98,1.0,2014-02-28,prison-population-figures-february-2014.txt
Durham,591,591,995,922,1.56,1.0,2014-02-28,prison-population-figures-february-2014.txt
East Sutton Park,98,98,100,87,0.89,1.0,2014-02-28,prison-population-figures-february-2014.txt
Eastwood Park,410,315,363,337,1.07,0.77,2014-02-28,prison-population-figures-february-2014.txt
Elmley (Sheppey),943,943,1252,1253,1.33,1.0,2014-02-28,prison-population-figures-february-2014.txt
Erlestoke,494,488,488,484,0.99,0.99,2014-02-28,prison-population-figures-february-2014.txt
Everthorpe,617,617,691,684,1.11,1.0,2014-02-28,prison-population-figures-february-2014.txt
Exeter,326,318,561,543,1.71,0.98,2014-02-28,prison-population-figures-february-2014.txt
Featherstone,671,671,687,677,1.01,1.0,2014-02-28,prison-population-figures-february-2014.txt
Feltham,762,762,762,621,0.81,1.0,2014-02-28,prison-population-figures-february-2014.txt
Ford,521,521,531,511,0.98,1.0,2014-02-28,prison-population-figures-february-2014.txt
Forest Bank,1064,1064,1460,1445,1.36,1.0,2014-02-28,prison-population-figures-february-2014.txt
Foston Hall,290,290,310,309,1.07,1.0,2014-02-28,prison-population-figures-february-2014.txt
Frankland,859,808,808,798,0.99,0.94,2014-02-28,prison-population-figures-february-2014.txt
Full Sutton,604,596,616,605,1.02,0.99,2014-02-28,prison-population-figures-february-2014.txt
Garth,811,631,666,615,0.97,0.78,2014-02-28,prison-population-figures-february-2014.txt
Gartree,708,708,708,700,0.99,1.0,2014-02-28,prison-population-figures-february-2014.txt
Glen Parva,637,637,808,700,1.1,1.0,2014-02-28,prison-population-figures-february-2014.txt
Grendon / Springhill,586,543,543,538,0.99,0.93,2014-02-28,prison-population-figures-february-2014.txt
Guys Marsh,518,518,579,572,1.1,1.0,2014-02-28,prison-population-figures-february-2014.txt
