prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Maidstone,565,565,600,599,1.06,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Manchester,965,917,1238,1144,1.25,0.95,2011-07-29,prison-population-bulletin-july-2011.txt
Moorland,763,503,536,509,1.01,0.66,2011-07-29,prison-population-bulletin-july-2011.txt
Mount,747,747,768,763,1.02,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
New Hall,395,392,446,409,1.04,0.99,2011-07-29,prison-population-bulletin-july-2011.txt
North Sea Camp,378,378,378,372,0.98,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Northallerton,146,146,252,199,1.36,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Norwich,625,625,767,769,1.23,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Nottingham,723,723,1060,1030,1.42,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Onley,710,710,710,700,0.99,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Parc,1170,1170,1474,1454,1.24,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Pentonville,915,915,1310,1295,1.42,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Peterborough,840,840,1008,931,1.11,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Portland,463,463,483,462,1.0,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Preston,455,455,842,732,1.61,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Ranby,893,892,1098,1087,1.22,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Reading,190,190,293,204,1.07,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Risley,1050,1050,1095,1085,1.03,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Rochester,756,658,658,569,0.86,0.87,2011-07-29,prison-population-bulletin-july-2011.txt
Rye Hill,600,600,625,613,1.02,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Send,282,282,282,277,0.98,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Shepton Mallet,165,165,189,188,1.14,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Shrewsbury,184,184,340,335,1.82,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Stafford,741,725,741,726,1.0,0.98,2011-07-29,prison-population-bulletin-july-2011.txt
Standford Hill (Sheppey,464,464,464,457,0.98,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Stocken,779,779,842,824,1.06,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Stoke Heath,634,634,750,268,0.42,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Styal,461,450,459,433,0.96,0.98,2011-07-29,prison-population-bulletin-july-2011.txt
Sudbury,581,581,581,577,0.99,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Swaleside (Sheppey Cluster),1112,1112,1112,1084,0.97,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Swansea,248,240,435,425,1.77,0.97,2011-07-29,prison-population-bulletin-july-2011.txt
Swinfen Hall,604,604,654,645,1.07,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Thorn Cross,322,322,322,302,0.94,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Usk / Prescoed,352,352,471,467,1.33,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Verne,572,572,607,598,1.05,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Wakefield,751,749,749,740,0.99,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Wandsworth,1101,1101,1665,1620,1.47,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Warren Hill,222,128,128,117,0.91,0.58,2011-07-29,prison-population-bulletin-july-2011.txt
Wayland,957,957,1017,1013,1.06,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Wealstun,810,810,832,812,1.0,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Wellingborough,638,580,588,582,1.0,0.91,2011-07-29,prison-population-bulletin-july-2011.txt
Werrington,160,160,160,143,0.89,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Wetherby,408,396,395,354,0.89,0.97,2011-07-29,prison-population-bulletin-july-2011.txt
Whatton,779,776,841,835,1.08,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Whitemoor,473,458,458,455,0.99,0.97,2011-07-29,prison-population-bulletin-july-2011.txt
Winchester,499,499,706,690,1.38,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Wolds,320,320,360,358,1.12,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Woodhill,661,656,819,795,1.21,0.99,2011-07-29,prison-population-bulletin-july-2011.txt
Wormwood Scrubs,1176,1146,1251,1200,1.05,0.97,2011-07-29,prison-population-bulletin-july-2011.txt
Wymott,1113,1113,1176,1157,1.04,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Sub total,78535,76803,89203,84902,1.11,0.98,2011-07-29,prison-population-bulletin-july-2011.txt
Dover (IRC),316,316,316,274,0.87,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Haslar (IRC),160,160,160,142,0.89,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Lindholme (IRC),120,120,120,85,0.71,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Morton Hall (IRC),284,284,284,140,0.49,1.0,2011-07-29,prison-population-bulletin-july-2011.txt
Total,79415,77683,88083,85543,1.1,0.98,2011-07-29,prison-population-bulletin-july-2011.txt
Acklington,946,890,890,831,0.93,0.94,2011-06-24,prison-population-bulletin-june.txt
Altcourse,794,794,1204,1169,1.47,1.0,2011-06-24,prison-population-bulletin-june.txt
Ashfield,407,407,360,354,0.87,1.0,2011-06-24,prison-population-bulletin-june.txt
Askham Grange,150,126,128,124,0.98,0.84,2011-06-24,prison-population-bulletin-june.txt
Aylesbury,437,421,444,420,1.0,0.96,2011-06-24,prison-population-bulletin-june.txt
Bedford,322,322,506,480,1.49,1.0,2011-06-24,prison-population-bulletin-june.txt
Belmarsh,800,800,933,850,1.06,1.0,2011-06-24,prison-population-bulletin-june.txt
Birmingham,1112,1093,1450,1457,1.33,0.98,2011-06-24,prison-population-bulletin-june.txt
Blantyre House,122,122,122,120,0.98,1.0,2011-06-24,prison-population-bulletin-june.txt
Blundeston,481,409,454,444,1.09,0.85,2011-06-24,prison-population-bulletin-june.txt
Brinsford,545,545,577,527,0.97,1.0,2011-06-24,prison-population-bulletin-june.txt
Bristol,424,416,598,582,1.4,0.98,2011-06-24,prison-population-bulletin-june.txt
Brixton,530,530,798,719,1.36,1.0,2011-06-24,prison-population-bulletin-june.txt
Bronzefield,527,527,527,484,0.92,1.0,2011-06-24,prison-population-bulletin-june.txt
Buckley Hall,410,410,445,439,1.07,1.0,2011-06-24,prison-population-bulletin-june.txt
Bullingdon,879,879,1114,1099,1.25,1.0,2011-06-24,prison-population-bulletin-june.txt
Bullwood Hall,220,220,228,216,0.98,1.0,2011-06-24,prison-population-bulletin-june.txt
Bure,503,503,523,521,1.04,1.0,2011-06-24,prison-population-bulletin-june.txt
Canterbury,195,195,314,311,1.59,1.0,2011-06-24,prison-population-bulletin-june.txt
Cardiff,554,539,804,798,1.48,0.97,2011-06-24,prison-population-bulletin-june.txt
Castington,407,407,409,353,0.87,1.0,2011-06-24,prison-population-bulletin-june.txt
Channings Wood,698,698,731,727,1.04,1.0,2011-06-24,prison-population-bulletin-june.txt
Chelmsford,554,554,695,673,1.21,1.0,2011-06-24,prison-population-bulletin-june.txt
Coldingley,494,494,513,510,1.03,1.0,2011-06-24,prison-population-bulletin-june.txt
Cookham Wood,143,143,143,122,0.85,1.0,2011-06-24,prison-population-bulletin-june.txt
Dartmoor,635,493,514,501,1.02,0.78,2011-06-24,prison-population-bulletin-june.txt
Deerbolt,513,513,513,480,0.94,1.0,2011-06-24,prison-population-bulletin-june.txt
Doncaster,713,713,1145,1094,1.53,1.0,2011-06-24,prison-population-bulletin-june.txt
Dorchester,146,146,260,209,1.43,1.0,2011-06-24,prison-population-bulletin-june.txt
Dovegate,1064,1060,1135,1132,1.07,1.0,2011-06-24,prison-population-bulletin-june.txt
Downview,359,291,291,278,0.96,0.81,2011-06-24,prison-population-bulletin-june.txt
Drake Hall,315,315,315,310,0.98,1.0,2011-06-24,prison-population-bulletin-june.txt
Durham,606,606,1017,885,1.46,1.0,2011-06-24,prison-population-bulletin-june.txt
East Sutton Park,98,98,100,100,1.02,1.0,2011-06-24,prison-population-bulletin-june.txt
Eastwood Park,333,333,363,332,1.0,1.0,2011-06-24,prison-population-bulletin-june.txt
Elmley (Sheppey Cluster),943,943,1252,1172,1.24,1.0,2011-06-24,prison-population-bulletin-june.txt
Erlestoke,470,370,370,366,0.99,0.79,2011-06-24,prison-population-bulletin-june.txt
Everthorpe,603,603,689,674,1.12,1.0,2011-06-24,prison-population-bulletin-june.txt
Exeter,322,316,545,517,1.64,0.98,2011-06-24,prison-population-bulletin-june.txt
Featherstone,671,642,655,651,1.01,0.96,2011-06-24,prison-population-bulletin-june.txt
Feltham,762,762,762,702,0.92,1.0,2011-06-24,prison-population-bulletin-june.txt
Ford,521,521,521,508,0.98,1.0,2011-06-24,prison-population-bulletin-june.txt
Forest Bank,1064,1064,1364,1309,1.23,1.0,2011-06-24,prison-population-bulletin-june.txt
Foston Hall,290,290,310,288,0.99,1.0,2011-06-24,prison-population-bulletin-june.txt
Frankland,859,844,844,816,0.97,0.98,2011-06-24,prison-population-bulletin-june.txt
Full Sutton,604,596,608,605,1.02,0.99,2011-06-24,prison-population-bulletin-june.txt
Garth,812,811,846,834,1.03,1.0,2011-06-24,prison-population-bulletin-june.txt
Gartree,677,677,677,675,1.0,1.0,2011-06-24,prison-population-bulletin-june.txt
Glen Parva,649,649,808,728,1.12,1.0,2011-06-24,prison-population-bulletin-june.txt
Gloucester,221,213,321,306,1.44,0.96,2011-06-24,prison-population-bulletin-june.txt
Grendon / Spring Hill,585,571,571,545,0.95,0.98,2011-06-24,prison-population-bulletin-june.txt
Guys Marsh,520,451,508,500,1.11,0.87,2011-06-24,prison-population-bulletin-june.txt
Hatfield,260,260,260,252,0.97,1.0,2011-06-24,prison-population-bulletin-june.txt
Haverigg,622,622,644,627,1.01,1.0,2011-06-24,prison-population-bulletin-june.txt
Hewell,1173,1173,1431,1399,1.19,1.0,2011-06-24,prison-population-bulletin-june.txt
High Down,999,999,1103,1085,1.09,1.0,2011-06-24,prison-population-bulletin-june.txt
Highpoint (North and South),1309,1299,1323,1321,1.02,0.99,2011-06-24,prison-population-bulletin-june.txt
Hindley,506,440,440,335,0.76,0.87,2011-06-24,prison-population-bulletin-june.txt
Hollesley Bay,365,365,365,360,0.99,1.0,2011-06-24,prison-population-bulletin-june.txt
Holloway,540,533,591,538,1.01,0.99,2011-06-24,prison-population-bulletin-june.txt
Holme House,1034,1034,1212,1074,1.04,1.0,2011-06-24,prison-population-bulletin-june.txt
Hull,723,723,1044,946,1.31,1.0,2011-06-24,prison-population-bulletin-june.txt
Huntercombe,370,370,370,369,1.0,1.0,2011-06-24,prison-population-bulletin-june.txt
Isis,478,478,622,434,0.91,1.0,2011-06-24,prison-population-bulletin-june.txt
Isle of Wight,1563,1550,1686,1662,1.07,0.99,2011-06-24,prison-population-bulletin-june.txt
Kennet,175,175,342,335,1.91,1.0,2011-06-24,prison-population-bulletin-june.txt
Kingston,199,199,199,197,0.99,1.0,2011-06-24,prison-population-bulletin-june.txt
Kirkham,592,592,592,589,0.99,1.0,2011-06-24,prison-population-bulletin-june.txt
Kirklevington Grange,283,283,283,267,0.94,1.0,2011-06-24,prison-population-bulletin-june.txt
Lancaster Farms,480,480,530,524,1.09,1.0,2011-06-24,prison-population-bulletin-june.txt
Latchmere House,207,207,207,200,0.97,1.0,2011-06-24,prison-population-bulletin-june.txt
Leeds,829,772,1080,995,1.29,0.93,2011-06-24,prison-population-bulletin-june.txt
Leicester,210,203,386,345,1.7,0.97,2011-06-24,prison-population-bulletin-june.txt
Lewes,623,495,507,478,0.97,0.79,2011-06-24,prison-population-bulletin-june.txt
Leyhill,532,491,491,475,0.97,0.92,2011-06-24,prison-population-bulletin-june.txt
Lincoln,431,427,729,602,1.41,0.99,2011-06-24,prison-population-bulletin-june.txt
Lindholme,930,930,1010,996,1.07,1.0,2011-06-24,prison-population-bulletin-june.txt
Littlehey,1143,1083,1146,1126,1.04,0.95,2011-06-24,prison-population-bulletin-june.txt
Liverpool,1186,1176,1448,1231,1.05,0.99,2011-06-24,prison-population-bulletin-june.txt
Long Lartin,629,622,622,615,0.99,0.99,2011-06-24,prison-population-bulletin-june.txt
Low Newton,314,298,336,264,0.89,0.95,2011-06-24,prison-population-bulletin-june.txt
Lowdham Grange,900,900,920,927,1.03,1.0,2011-06-24,prison-population-bulletin-june.txt
Maidstone,565,565,600,598,1.06,1.0,2011-06-24,prison-population-bulletin-june.txt
Manchester,965,917,1238,1167,1.27,0.95,2011-06-24,prison-population-bulletin-june.txt
Moorland,763,453,486,469,1.04,0.59,2011-06-24,prison-population-bulletin-june.txt
Mount,747,747,768,759,1.02,1.0,2011-06-24,prison-population-bulletin-june.txt
New Hall,395,392,446,392,1.0,0.99,2011-06-24,prison-population-bulletin-june.txt
North Sea Camp,378,378,378,372,0.98,1.0,2011-06-24,prison-population-bulletin-june.txt
Northallerton,146,146,252,189,1.29,1.0,2011-06-24,prison-population-bulletin-june.txt
Norwich,625,625,767,751,1.2,1.0,2011-06-24,prison-population-bulletin-june.txt
Nottingham,723,723,1060,1007,1.39,1.0,2011-06-24,prison-population-bulletin-june.txt
Onley,710,710,710,699,0.98,1.0,2011-06-24,prison-population-bulletin-june.txt
Parc,1170,1170,1474,1434,1.23,1.0,2011-06-24,prison-population-bulletin-june.txt
Pentonville,915,915,1310,1214,1.33,1.0,2011-06-24,prison-population-bulletin-june.txt
Peterborough,840,840,1008,930,1.11,1.0,2011-06-24,prison-population-bulletin-june.txt
Portland,463,463,483,467,1.01,1.0,2011-06-24,prison-population-bulletin-june.txt
Preston,455,455,842,737,1.62,1.0,2011-06-24,prison-population-bulletin-june.txt
Ranby,893,892,1098,1083,1.21,1.0,2011-06-24,prison-population-bulletin-june.txt
Reading,190,190,293,229,1.21,1.0,2011-06-24,prison-population-bulletin-june.txt
Risley,1050,1050,1095,1085,1.03,1.0,2011-06-24,prison-population-bulletin-june.txt
Rochester,756,658,658,535,0.81,0.87,2011-06-24,prison-population-bulletin-june.txt
Rye Hill,600,600,625,620,1.03,1.0,2011-06-24,prison-population-bulletin-june.txt
Send,282,282,282,275,0.98,1.0,2011-06-24,prison-population-bulletin-june.txt
Shepton Mallet,165,165,189,186,1.13,1.0,2011-06-24,prison-population-bulletin-june.txt
Shrewsbury,184,184,340,335,1.82,1.0,2011-06-24,prison-population-bulletin-june.txt
Stafford,741,725,741,733,1.01,0.98,2011-06-24,prison-population-bulletin-june.txt
Standford Hill (Sheppey,464,464,464,452,0.97,1.0,2011-06-24,prison-population-bulletin-june.txt
Stocken,779,779,842,840,1.08,1.0,2011-06-24,prison-population-bulletin-june.txt
Stoke Heath,634,634,750,256,0.4,1.0,2011-06-24,prison-population-bulletin-june.txt
Styal,461,450,459,438,0.97,0.98,2011-06-24,prison-population-bulletin-june.txt
Sudbury,581,581,581,570,0.98,1.0,2011-06-24,prison-population-bulletin-june.txt
Swaleside (Sheppey Cluster),1112,1112,1112,1089,0.98,1.0,2011-06-24,prison-population-bulletin-june.txt
Swansea,248,240,435,433,1.8,0.97,2011-06-24,prison-population-bulletin-june.txt
Swinfen Hall,604,604,654,639,1.06,1.0,2011-06-24,prison-population-bulletin-june.txt
Thorn Cross,322,322,322,288,0.89,1.0,2011-06-24,prison-population-bulletin-june.txt
Usk / Prescoed,352,352,471,467,1.33,1.0,2011-06-24,prison-population-bulletin-june.txt
Verne,572,572,607,595,1.04,1.0,2011-06-24,prison-population-bulletin-june.txt
Wakefield,751,749,749,738,0.99,1.0,2011-06-24,prison-population-bulletin-june.txt
Wandsworth,1101,1101,1665,1627,1.48,1.0,2011-06-24,prison-population-bulletin-june.txt
Warren Hill,222,128,128,119,0.93,0.58,2011-06-24,prison-population-bulletin-june.txt
Wayland,957,957,1017,1009,1.05,1.0,2011-06-24,prison-population-bulletin-june.txt
Wealstun,810,810,832,815,1.01,1.0,2011-06-24,prison-population-bulletin-june.txt
Wellingborough,638,580,588,576,0.99,0.91,2011-06-24,prison-population-bulletin-june.txt
Werrington,160,160,160,142,0.89,1.0,2011-06-24,prison-population-bulletin-june.txt
Wetherby,408,395,395,360,0.91,0.97,2011-06-24,prison-population-bulletin-june.txt
Whatton,779,776,841,836,1.08,1.0,2011-06-24,prison-population-bulletin-june.txt
Whitemoor,473,458,458,455,0.99,0.97,2011-06-24,prison-population-bulletin-june.txt
Winchester,499,499,706,688,1.38,1.0,2011-06-24,prison-population-bulletin-june.txt
Wolds,320,320,360,350,1.09,1.0,2011-06-24,prison-population-bulletin-june.txt
Woodhill,661,656,819,784,1.2,0.99,2011-06-24,prison-population-bulletin-june.txt
Wormwood Scrubs,1176,1176,1281,1235,1.05,1.0,2011-06-24,prison-population-bulletin-june.txt
Wymott,1113,1113,1176,1152,1.04,1.0,2011-06-24,prison-population-bulletin-june.txt
Sub total,78532,76747,89148,84634,1.1,0.98,2011-06-24,prison-population-bulletin-june.txt
Dover (IRC),316,316,316,270,0.85,1.0,2011-06-24,prison-population-bulletin-june.txt
Haslar (IRC),160,160,160,145,0.91,1.0,2011-06-24,prison-population-bulletin-june.txt
Lindholme (IRC),124,118,118,107,0.91,0.95,2011-06-24,prison-population-bulletin-june.txt
Morton Hall (IRC),160,160,160,110,0.69,1.0,2011-06-24,prison-population-bulletin-june.txt
Total,79292,77501,87902,85266,1.1,0.98,2011-06-24,prison-population-bulletin-june.txt
Acklington,946,890,890,819,0.92,0.94,2011-03-25,prison-population-bulletin-march-2011.txt
Altcourse,794,794,1324,1139,1.43,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Ashfield,407,407,360,357,0.88,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Askham Grange,150,126,128,126,1.0,0.84,2011-03-25,prison-population-bulletin-march-2011.txt
Aylesbury,437,421,444,435,1.03,0.96,2011-03-25,prison-population-bulletin-march-2011.txt
Bedford,322,322,506,479,1.49,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Belmarsh,800,800,933,880,1.1,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Birmingham,1112,1093,1450,1432,1.31,0.98,2011-03-25,prison-population-bulletin-march-2011.txt
Blantyre House,122,122,122,119,0.98,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Blundeston,481,409,454,439,1.07,0.85,2011-03-25,prison-population-bulletin-march-2011.txt
Brinsford,545,545,577,516,0.95,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Bristol,424,420,606,595,1.42,0.99,2011-03-25,prison-population-bulletin-march-2011.txt
Brixton,530,530,798,747,1.41,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Bronzefield,527,527,527,522,0.99,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Buckley Hall,360,360,395,384,1.07,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Bullingdon,879,876,1108,1105,1.26,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Bullwood Hall,220,220,228,214,0.97,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Bure,503,503,523,520,1.03,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Canterbury,195,195,314,307,1.57,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Cardiff,554,554,824,801,1.45,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Castington,407,407,409,290,0.71,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Channings Wood,698,698,731,729,1.04,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Chelmsford,554,554,695,686,1.24,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Coldingley,494,494,513,509,1.03,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Cookham Wood,143,143,143,93,0.65,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Dartmoor,635,493,514,503,1.02,0.78,2011-03-25,prison-population-bulletin-march-2011.txt
Deerbolt,513,513,513,446,0.87,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Doncaster,713,713,1145,1102,1.55,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Dorchester,146,146,260,236,1.62,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Dovegate,1064,1060,1135,1109,1.05,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Downview,359,291,291,282,0.97,0.81,2011-03-25,prison-population-bulletin-march-2011.txt
Drake Hall,315,315,315,309,0.98,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Durham,606,606,1017,940,1.55,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
East Sutton Park,98,98,100,96,0.98,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Eastwood Park,333,333,363,325,0.98,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Edmunds Hill,389,379,379,378,1.0,0.97,2011-03-25,prison-population-bulletin-march-2011.txt
Elmley (Sheppey Cluster),943,943,1252,1194,1.27,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Erlestoke,470,370,370,368,0.99,0.79,2011-03-25,prison-population-bulletin-march-2011.txt
Everthorpe,603,603,689,680,1.13,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Exeter,322,316,545,527,1.67,0.98,2011-03-25,prison-population-bulletin-march-2011.txt
Featherstone,671,642,655,646,1.01,0.96,2011-03-25,prison-population-bulletin-march-2011.txt
Feltham,762,762,762,714,0.94,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Ford,521,521,521,403,0.77,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Forest Bank,1064,1064,1394,1363,1.28,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Foston Hall,290,290,310,288,0.99,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Frankland,859,844,844,823,0.98,0.98,2011-03-25,prison-population-bulletin-march-2011.txt
Full Sutton,604,596,608,606,1.02,0.99,2011-03-25,prison-population-bulletin-march-2011.txt
Garth,812,812,847,821,1.01,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Gartree,677,677,677,672,0.99,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Glen Parva,649,649,808,770,1.19,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Gloucester,225,225,321,284,1.26,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Grendon/ Spring Hill,587,573,573,531,0.93,0.98,2011-03-25,prison-population-bulletin-march-2011.txt
Guys Marsh,520,452,509,500,1.11,0.87,2011-03-25,prison-population-bulletin-march-2011.txt
Hatfield***,260,260,260,245,0.94,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Haverigg,622,622,644,629,1.01,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Hewell,1173,1173,1431,1384,1.18,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
High Down,999,999,1103,1052,1.05,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Highpoint,920,920,944,941,1.02,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Hindley,506,440,440,324,0.74,0.87,2011-03-25,prison-population-bulletin-march-2011.txt
Hollesley Bay,365,365,365,358,0.98,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Holloway,540,533,591,534,1.0,0.99,2011-03-25,prison-population-bulletin-march-2011.txt
Holme House,1034,1034,1212,1081,1.05,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Hull,723,723,1044,974,1.35,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Huntercombe,372,372,372,345,0.93,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Isis,478,478,503,344,0.72,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Isle of Wight,1563,1550,1686,1651,1.07,0.99,2011-03-25,prison-population-bulletin-march-2011.txt
Kennet,175,175,342,339,1.94,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Kingston,199,199,199,198,0.99,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Kirkham,592,592,592,587,0.99,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Kirklevington Grange,283,283,283,269,0.95,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Lancaster,10,10,10,9,0.9,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Lancaster Farms,480,480,530,499,1.04,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Latchmere House,207,207,207,206,1.0,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Leeds,829,776,1088,1065,1.37,0.94,2011-03-25,prison-population-bulletin-march-2011.txt
Leicester,210,210,392,358,1.7,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Lewes,623,495,507,471,0.95,0.79,2011-03-25,prison-population-bulletin-march-2011.txt
Leyhill,532,491,491,477,0.97,0.92,2011-03-25,prison-population-bulletin-march-2011.txt
Lincoln,431,427,729,677,1.59,0.99,2011-03-25,prison-population-bulletin-march-2011.txt
Lindholme,930,930,1010,995,1.07,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Littlehey,1143,1143,1206,1163,1.02,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Liverpool,1186,1164,1436,1171,1.01,0.98,2011-03-25,prison-population-bulletin-march-2011.txt
Long Lartin,629,622,622,620,1.0,0.99,2011-03-25,prison-population-bulletin-march-2011.txt
Low Newton,314,259,282,271,1.05,0.82,2011-03-25,prison-population-bulletin-march-2011.txt
Lowdham Grange,900,900,930,935,1.04,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Maidstone,565,565,600,597,1.06,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Manchester,965,929,1250,1164,1.25,0.96,2011-03-25,prison-population-bulletin-march-2011.txt
Moorland***,763,453,486,476,1.05,0.59,2011-03-25,prison-population-bulletin-march-2011.txt
Mount,747,747,768,757,1.01,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
New Hall,395,392,446,411,1.05,0.99,2011-03-25,prison-population-bulletin-march-2011.txt
North Sea Camp,350,350,350,341,0.97,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Northallerton,147,147,252,176,1.2,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Norwich,625,625,767,746,1.19,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Nottingham,723,723,1060,1034,1.43,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Onley,710,710,710,704,0.99,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Parc,1170,1170,1470,1453,1.24,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Pentonville,914,909,1272,1230,1.35,0.99,2011-03-25,prison-population-bulletin-march-2011.txt
Peterborough,840,840,1008,980,1.17,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Portland,463,463,483,445,0.96,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Preston,453,453,840,777,1.72,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Ranby,893,892,1098,1076,1.21,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Reading,190,190,293,214,1.13,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Risley,1050,1050,1095,1088,1.04,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Rochester,756,658,658,632,0.96,0.87,2011-03-25,prison-population-bulletin-march-2011.txt
Rye Hill,600,600,625,622,1.04,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
Send,282,282,282,278,0.99,1.0,2011-03-25,prison-population-bulletin-march-2011.txt
