prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Isis,478,478,628,622,1.3,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Isle of Wight,1068,976,1096,1081,1.11,0.91,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Kennet,175,175,342,338,1.93,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Kirkham,657,657,657,592,0.9,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Kirklevington Grange,283,283,283,253,0.89,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Lancaster Farms,495,495,549,548,1.11,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Leeds,669,669,1219,1129,1.69,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Leicester,214,214,411,323,1.51,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Lewes,617,617,692,643,1.04,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Leyhill,515,515,515,504,0.98,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Lincoln,408,403,729,585,1.45,0.99,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Lindholme,924,916,1002,1000,1.09,0.99,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Littlehey,1154,1153,1219,1215,1.05,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Liverpool,1173,1101,1386,1144,1.04,0.94,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Long Lartin,625,575,575,535,0.93,0.92,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Low Newton,314,306,344,313,1.02,0.97,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Lowdham Grange,900,900,920,917,1.02,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Maidstone,565,565,600,598,1.06,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Manchester,965,965,1286,1033,1.07,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Moorland,943,943,1006,995,1.06,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Mount,1008,1002,1016,1014,1.01,0.99,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
New Hall,392,371,425,404,1.09,0.95,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
North Sea Camp,420,420,420,359,0.85,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Northumberland,1348,1348,1348,1334,0.99,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Norwich,626,626,775,753,1.2,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Nottingham,723,723,1060,1039,1.44,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Oakwood,1605,1605,1605,1583,0.99,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Onley,742,742,742,741,1.0,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Parc,1557,1557,1723,1680,1.08,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Pentonville,906,906,1316,1278,1.41,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Peterborough (Male & Female),1132,1119,1300,1267,1.13,0.99,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Portland,464,464,531,513,1.11,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Preston,455,455,841,755,1.66,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Ranby,893,832,1038,1037,1.25,0.93,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Risley,1050,1050,1115,1103,1.05,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Rochester,802,754,754,739,0.98,0.94,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Rye Hill,600,600,625,624,1.04,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Send,282,282,282,276,0.98,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Stafford,741,741,751,747,1.01,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Standford Hill (Sheppey),464,464,464,459,0.99,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Stocken,768,648,713,704,1.09,0.84,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Stoke Heath,662,662,782,756,1.14,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Styal,479,470,485,473,1.01,0.98,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Sudbury,581,581,581,480,0.83,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Swaleside (Sheppey),1112,1112,1112,1106,0.99,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Swansea,268,268,500,444,1.66,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Swinfen Hall,604,604,624,601,1.0,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Thameside,932,932,1232,1197,1.28,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Thorn Cross,381,381,381,354,0.93,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Usk / Prescoed,378,378,536,530,1.4,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Wakefield,750,732,732,724,0.99,0.98,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Wandsworth,963,943,1628,1568,1.66,0.98,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Warren Hill,257,257,257,206,0.8,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Wayland,958,909,987,980,1.08,0.95,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Wealstun,810,808,828,824,1.02,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Werrington,118,118,142,108,0.92,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Wetherby,408,336,336,282,0.84,0.82,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Whatton,775,769,841,833,1.08,0.99,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Whitemoor,473,458,458,438,0.96,0.97,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Winchester,469,469,690,673,1.43,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Woodhill,660,568,727,688,1.21,0.86,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Wormwood Scrubs,1156,1156,1279,1263,1.09,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Wymott,1099,1099,1169,1152,1.05,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Morton Hall (IRC),392,392,392,385,0.98,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Verne (IRC),570,570,580,481,0.84,1.0,2016-03-18,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/515385/monthly-bulletin-march.rtf
Altcourse,794,794,1033,1031,1.3,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Ashfield,408,408,400,395,0.97,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Askham Grange,150,126,128,100,0.79,0.84,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Aylesbury,410,410,444,377,0.92,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Bedford,322,322,506,455,1.41,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Belmarsh,781,781,906,876,1.12,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Birmingham,1093,1093,1450,1451,1.33,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Brinsford,545,423,455,333,0.79,0.78,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Bristol,425,407,614,605,1.49,0.96,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Brixton,528,528,810,810,1.53,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Bronzefield,527,527,527,518,0.98,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Buckley Hall,409,409,455,453,1.11,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Bullingdon,869,869,1114,1096,1.26,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Bure,604,604,643,641,1.06,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Cardiff,539,539,820,790,1.47,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Channings Wood,698,698,724,713,1.02,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Chelmsford,551,551,745,706,1.28,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Coldingley,493,493,521,519,1.05,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Cookham Wood,188,188,188,155,0.82,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Dartmoor,642,640,640,637,1.0,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Deerbolt,513,513,513,420,0.82,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Doncaster,738,738,945,931,1.26,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Dovegate,1064,1060,1133,1095,1.03,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Drake Hall,340,340,340,317,0.93,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Durham,595,595,996,911,1.53,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
East Sutton Park,100,100,100,91,0.91,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Eastwood Park,410,315,363,342,1.09,0.77,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Elmley (Sheppey),943,943,1175,1165,1.24,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Erlestoke,494,494,524,522,1.06,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Exeter,326,318,561,494,1.55,0.98,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Featherstone,671,671,703,689,1.03,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Feltham,768,560,560,511,0.91,0.73,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Ford,521,506,524,515,1.02,0.97,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Forest Bank,1064,1064,1460,1440,1.35,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Foston Hall,303,303,345,331,1.09,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Frankland,859,844,844,817,0.97,0.98,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Full Sutton,604,596,616,580,0.97,0.99,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Garth,810,810,845,830,1.02,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Gartree,708,708,708,703,0.99,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Glen Parva,637,519,648,511,0.98,0.81,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Grendon / Springhill,586,568,568,537,0.95,0.97,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Guys Marsh,518,518,579,561,1.08,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Hatfield,390,338,338,301,0.89,0.87,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Haverigg,622,622,654,636,1.02,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Hewell,1018,1018,1279,1261,1.24,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
High Down,999,999,1163,1162,1.16,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Highpoint (North and South),1299,1299,1325,1289,0.99,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Hindley,532,452,500,495,1.1,0.85,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Hollesley Bay,437,387,387,387,1.0,0.89,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Holloway,540,533,591,534,1.0,0.99,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Holme House,1036,1036,1230,1197,1.16,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Hull,723,723,1056,1034,1.43,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Humber,947,947,1062,1052,1.11,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Huntercombe,370,307,430,429,1.4,0.83,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Isis,478,478,628,624,1.31,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Isle of Wight,1075,946,1059,1051,1.11,0.88,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Kennet,175,175,342,324,1.85,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Kirkham,657,657,657,597,0.91,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Kirklevington Grange,283,283,283,281,0.99,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Lancaster Farms,495,495,549,543,1.1,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Leeds,669,669,1219,1152,1.72,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Leicester,214,214,411,328,1.53,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Lewes,617,617,692,653,1.06,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Leyhill,515,515,515,504,0.98,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Lincoln,408,403,729,620,1.54,0.99,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Lindholme,924,916,1002,1002,1.09,0.99,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Littlehey,1154,1153,1219,1217,1.06,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Liverpool,1173,1101,1386,1173,1.07,0.94,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Long Lartin,625,625,625,610,0.98,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Low Newton,314,306,344,273,0.89,0.97,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Lowdham Grange,900,900,920,916,1.02,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Maidstone,565,565,600,598,1.06,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Manchester,965,965,1286,968,1.0,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Moorland,943,943,1006,997,1.06,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Mount,1008,1008,1028,1021,1.01,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
New Hall,392,371,425,368,0.99,0.95,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
North Sea Camp,420,420,420,320,0.76,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Northumberland,1348,1348,1348,1339,0.99,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Norwich,626,626,775,748,1.19,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Nottingham,723,723,1060,1049,1.45,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Oakwood,1605,1605,1605,1593,0.99,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Onley,742,742,742,736,0.99,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Parc,1557,1557,1723,1677,1.08,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Pentonville,906,906,1316,1303,1.44,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Peterborough (Male & Female),1132,1119,1300,1285,1.15,0.99,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Portland,464,464,531,515,1.11,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Preston,455,455,841,723,1.59,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Ranby,893,772,978,967,1.25,0.86,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Risley,1050,1050,1115,1103,1.05,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Rochester,802,754,754,749,0.99,0.94,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Rye Hill,600,600,625,623,1.04,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Send,282,282,282,279,0.99,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Stafford,741,741,751,747,1.01,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Standford Hill (Sheppey),464,464,464,461,0.99,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Stocken,768,648,713,701,1.08,0.84,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Stoke Heath,662,662,782,771,1.16,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Styal,479,470,485,429,0.91,0.98,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Sudbury,581,581,581,441,0.76,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Swaleside (Sheppey),1112,1112,1112,1105,0.99,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Swansea,271,271,504,478,1.76,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Swinfen Hall,604,604,624,615,1.02,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Thameside,932,932,1232,1212,1.3,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Thorn Cross,381,381,381,374,0.98,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Usk / Prescoed,378,378,536,501,1.33,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Wakefield,750,732,732,724,0.99,0.98,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Wandsworth,963,943,1628,1592,1.69,0.98,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Warren Hill,257,253,253,204,0.81,0.98,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Wayland,958,926,1004,1000,1.08,0.97,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Wealstun,810,810,833,824,1.02,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Werrington,142,142,142,112,0.79,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Wetherby,396,336,336,268,0.8,0.85,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Whatton,775,769,841,836,1.09,0.99,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Whitemoor,473,458,458,443,0.97,0.97,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
Winchester,469,469,690,677,1.44,1.0,2015-11-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/484545/prison-population-november-2015.rtf
