prison_name,baseline_cna,in_use_cna,operational_capacity,population,perc_pop_to_used_cna,perc_acc_available,date,source
Featherstone,671,671,703,670,1.0,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Feltham,762,650,650,528,0.81,0.85,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Ford,521,521,539,503,0.97,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Forest Bank,1064,1064,1460,1423,1.34,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Foston Hall,303,303,345,294,0.97,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Frankland,859,784,784,810,1.03,0.91,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Full Sutton,604,596,618,595,1.0,0.99,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Garth,811,750,773,734,0.98,0.92,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Gartree,708,708,719,715,1.01,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Glen Parva,637,589,728,565,0.96,0.92,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Grendon / Springhill,586,554,554,535,0.97,0.95,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Guys Marsh,518,518,579,566,1.09,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Hatfield,266,266,266,260,0.98,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Haverigg,622,622,654,649,1.04,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Hewell,1018,1018,1309,1285,1.26,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
High Down,999,999,1163,1165,1.17,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Highpoint (North and South),1311,1311,1343,1328,1.01,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Hindley,534,150,198,188,1.25,0.28,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Hollesley Bay,437,361,361,355,0.98,0.83,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Holloway,540,533,591,523,0.98,0.99,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Holme House,1036,1036,1230,1175,1.13,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Hull,723,723,1056,989,1.37,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Humber,948,924,1062,992,1.07,0.97,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Huntercombe,370,307,430,421,1.37,0.83,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Isis,478,478,628,603,1.26,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Isle of Wight,1056,1056,1147,1085,1.03,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Kennet,175,175,342,163,0.93,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Kirkham,657,657,657,579,0.88,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Kirklevington Grange,283,283,303,273,0.96,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Lancaster Farms,495,495,549,545,1.1,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Leeds,669,669,1224,1179,1.76,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Leicester,214,214,414,354,1.65,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Lewes,617,617,722,668,1.08,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Leyhill,527,527,527,466,0.88,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Lincoln,408,403,739,603,1.5,0.99,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Lindholme,1048,924,1010,1000,1.08,0.88,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Littlehey,1140,1139,1205,1203,1.06,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Liverpool,1173,1159,1442,1188,1.03,0.99,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Long Lartin,625,625,625,619,0.99,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Low Newton,314,291,329,285,0.98,0.93,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Lowdham Grange,900,900,920,919,1.02,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Maidstone,565,565,614,608,1.08,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Manchester,965,965,1301,1114,1.15,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Moorland,943,943,1027,1022,1.08,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Mount,778,778,812,804,1.03,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
New Hall,395,371,425,370,1.0,0.94,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
North Sea Camp,420,420,420,319,0.76,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Northumberland,1348,1348,1348,1333,0.99,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Norwich,626,626,783,765,1.22,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Nottingham,723,723,1060,1048,1.45,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Oakwood,1605,1605,1605,1577,0.98,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Onley,742,742,747,739,1.0,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Parc,1182,1182,1486,1469,1.24,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Pentonville,915,915,1316,1319,1.44,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Peterborough (Male & Female),1020,1007,1140,1054,1.05,0.99,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Portland,464,464,580,503,1.08,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Preston,456,433,796,669,1.55,0.95,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Ranby,893,892,1098,1082,1.21,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Risley,1050,1050,1115,1100,1.05,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Rochester,802,742,754,744,1.0,0.93,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Rye Hill,600,600,625,612,1.02,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Send,282,282,282,279,0.99,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Stafford,741,741,751,712,0.96,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Standford Hill (Sheppey),464,464,464,453,0.98,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Stocken,768,768,853,838,1.09,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Stoke Heath,662,662,782,731,1.1,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Styal,480,471,486,444,0.94,0.98,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Sudbury,581,581,600,461,0.79,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Swaleside (Sheppey),1112,1112,1112,1096,0.99,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Swansea,250,242,455,414,1.71,0.97,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Swinfen Hall,604,544,594,583,1.07,0.9,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Thameside,600,600,900,890,1.48,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Thorn Cross,331,331,345,332,1.0,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Usk / Prescoed,378,378,536,500,1.32,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Wakefield,751,731,743,733,1.0,0.97,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Wandsworth,963,943,1658,1626,1.72,0.98,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Warren Hill,257,212,212,117,0.55,0.82,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Wayland,958,909,989,987,1.09,0.95,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Wealstun,810,801,824,817,1.02,0.99,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Werrington,160,160,160,124,0.78,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Wetherby,396,336,336,292,0.87,0.85,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Whatton,775,769,841,842,1.09,0.99,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Whitemoor,473,458,458,453,0.99,0.97,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Winchester,469,469,690,685,1.46,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Woodhill,660,660,819,720,1.09,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Wormwood Scrubs,1156,1156,1279,1258,1.09,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Wymott,1102,1102,1155,1139,1.03,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Dover (IRC),401,401,401,375,0.94,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Haslar (IRC),197,197,197,173,0.88,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Morton Hall (IRC),392,392,392,328,0.84,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Verne (IRC),570,570,580,547,0.96,1.0,2015-02-27,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/412827/prison-population-figures-february-2015.rtf
Altcourse,794,794,1033,1031,1.3,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Ashfield,408,408,400,392,0.96,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Askham Grange,150,126,128,95,0.75,0.84,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Aylesbury,410,410,444,368,0.9,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Bedford,322,322,506,487,1.51,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Belmarsh,781,781,906,884,1.13,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Birmingham,1093,1093,1450,1449,1.33,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Brinsford,545,423,455,358,0.85,0.78,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Bristol,425,407,614,589,1.45,0.96,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Brixton,528,528,810,795,1.51,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Bronzefield,527,527,527,507,0.96,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Buckley Hall,409,409,455,452,1.11,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Bullingdon,869,869,1114,1103,1.27,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Bure,604,604,643,634,1.05,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Cardiff,539,539,820,799,1.48,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Channings Wood,698,698,724,707,1.01,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Chelmsford,551,551,745,727,1.32,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Coldingley,493,493,521,518,1.05,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Cookham Wood,188,188,188,168,0.89,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Dartmoor,642,640,640,623,0.97,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Deerbolt,513,513,513,376,0.73,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Doncaster,738,738,1045,1047,1.42,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Dovegate,1064,1060,1133,1097,1.03,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Drake Hall,340,340,340,309,0.91,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Durham,595,595,996,939,1.58,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
East Sutton Park,100,100,100,97,0.97,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Eastwood Park,410,315,363,343,1.09,0.77,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Elmley (Sheppey),943,943,1175,1166,1.24,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Erlestoke,494,494,524,523,1.06,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Exeter,326,318,561,527,1.66,0.98,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Featherstone,671,671,687,676,1.01,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Feltham,762,594,594,480,0.81,0.78,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Ford,521,506,524,507,1.0,0.97,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Forest Bank,1064,1064,1460,1454,1.37,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Foston Hall,303,303,345,289,0.95,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Frankland,859,844,844,831,0.98,0.98,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Full Sutton,604,596,616,591,0.99,0.99,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Garth,810,810,845,806,1.0,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Gartree,708,708,708,708,1.0,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Glen Parva,637,541,648,487,0.9,0.85,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Grendon / Springhill,586,568,568,534,0.94,0.97,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Guys Marsh,518,518,579,566,1.09,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Hatfield,390,310,310,304,0.98,0.79,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Haverigg,622,622,654,640,1.03,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Hewell,1018,1018,1279,1263,1.24,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
High Down,999,931,1095,1081,1.16,0.93,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Highpoint (North and South),1299,1274,1300,1295,1.02,0.98,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Hindley,524,510,558,465,0.91,0.97,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Hollesley Bay,437,387,387,376,0.97,0.89,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Holloway,540,533,591,516,0.97,0.99,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Holme House,1036,1036,1210,1202,1.16,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Hull,723,723,1044,1020,1.41,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Humber,947,947,1046,1012,1.07,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Huntercombe,370,307,430,422,1.37,0.83,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Isis,478,478,622,613,1.28,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Isle of Wight,1070,978,1097,1041,1.06,0.91,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Kennet,175,175,342,312,1.78,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Kirkham,657,657,657,617,0.94,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Kirklevington Grange,283,283,283,265,0.94,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Lancaster Farms,495,495,549,535,1.08,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Leeds,669,669,1212,1176,1.76,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Leicester,214,214,411,320,1.5,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Lewes,617,617,692,660,1.07,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Leyhill,515,515,515,509,0.99,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Lincoln,408,403,729,636,1.58,0.99,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Lindholme,924,916,1002,998,1.09,0.99,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Littlehey,1154,1153,1219,1219,1.06,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Liverpool,1173,1101,1386,1157,1.05,0.94,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Long Lartin,625,625,625,603,0.96,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Low Newton,314,306,344,284,0.93,0.97,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Lowdham Grange,900,900,920,914,1.02,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Maidstone,565,565,600,589,1.04,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Manchester,965,965,1286,953,0.99,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Moorland,943,943,1006,996,1.06,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Mount,1008,1008,1028,1020,1.01,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
New Hall,392,371,425,365,0.98,0.95,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
North Sea Camp,420,420,420,319,0.76,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Northumberland,1348,1348,1348,1293,0.96,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Norwich,626,626,775,745,1.19,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Nottingham,723,723,1060,1044,1.44,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Oakwood,1605,1605,1605,1591,0.99,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Onley,742,742,742,741,1.0,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Parc,1557,1557,1723,1655,1.06,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
Pentonville,915,915,1310,1329,1.45,1.0,2015-09-25,http://www.gov.uk/government/uploads/system/uploads/attachment_data/file/467160/prison-population-figures-september2015.rtf
